id,archivo,linea,clasificacion,motivo,contenido_original
89,transacciones.csv,32,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"31,2024/04/11,800,invalid"
90,intereses.csv,24,OMITIDO,Tipo fuera del catalogo permitido: '-1',"110,Unknown,5000,35,-1"
91,transacciones.csv,33,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"32,2024/01/01,1500,invalid"
92,intereses.csv,25,OMITIDO,Edad fuera del rango permitido: '',"111,Diana Prince,10000,,hipoteca"
93,transacciones.csv,40,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"39,18/11/2024,1200,invalid"
94,intereses.csv,26,OMITIDO,Tipo fuera del catalogo permitido: '-1',"136,Charlie Green,8000,100,-1"
95,transacciones.csv,41,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"40,2024-13-01,3000,credito"
96,intereses.csv,27,OMITIDO,Saldo vacio o no numerico: '',"146,Steve Rogers,,30,ahorro"
97,transacciones.csv,44,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"43,2024-12-06,-100,invalid"
98,transacciones.csv,46,OMITIDO,Monto vacio o no numerico: '',"45,23/08/2024,,credito"
99,intereses.csv,28,OMITIDO,Tipo fuera del catalogo permitido: '-1',"134,Charlie Green,8000,150,-1"
100,intereses.csv,30,OMITIDO,Saldo vacio o no numerico: '',"107,Alice Brown,,25,prestamo"
101,transacciones.csv,48,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"47,30-11-2024,1200,invalid"
102,transacciones.csv,51,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"50,2024-13-01,1200,debito"
103,intereses.csv,32,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"103,Jane Smith,7000,40,unknown"
104,transacciones.csv,53,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"52,16/03/2024,1000,invalid"
105,intereses.csv,33,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"110,Jane Smith,8000,100,ahorro"
106,transacciones.csv,54,OMITIDO,Monto vacio o no numerico: '',"53,02/07/2024,,debito"
107,intereses.csv,34,OMITIDO,Saldo vacio o no numerico: '',"116,Diana Prince,,,prestamo"
108,transacciones.csv,55,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"54,21-02-2024,800,desconocido"
109,intereses.csv,36,OMITIDO,Edad fuera del rango permitido: '',"141,Unknown,7000,,ahorro"
110,transacciones.csv,58,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"57,27/07/2024,-200,invalid"
111,intereses.csv,37,OMITIDO,Tipo fuera del catalogo permitido: '-1',"120,John Doe,,,-1"
112,transacciones.csv,61,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"60,2024-04-04,-200,invalid"
113,cuentas_anuales.csv,111,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"114,14-04-2024,depósito,2000,"
114,intereses.csv,39,OMITIDO,Tipo fuera del catalogo permitido: '-1',"140,John Doe,,45,-1"
115,transacciones.csv,66,OMITIDO,Monto vacio o no numerico: '',"65,16/10/2024,,debito"
116,intereses.csv,40,OMITIDO,Saldo vacio o no numerico: '',"107,Diana Prince,,25,ahorro"
117,cuentas_anuales.csv,127,OMITIDO,Monto vacio o no numerico: '',"103,2024-07-12,deposito,,"
118,transacciones.csv,67,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"66,2024-05-28,1500,invalid"
119,cuentas_anuales.csv,137,OMITIDO,Monto vacio o no numerico: '',"114,2024/10/16,retiro,,Ingreso mensual"
120,intereses.csv,43,OMITIDO,Saldo vacio o no numerico: '',"150,Charlie Green,,40,hipoteca"
121,transacciones.csv,69,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"68,2024-01-11,3000,desconocido"
122,cuentas_anuales.csv,164,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"116,17/06/2024,depósito,1500,Ingreso navideño"
123,intereses.csv,44,OMITIDO,Saldo vacio o no numerico: '',"137,Steve Rogers,,35,prestamo"
124,transacciones.csv,70,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"69,29/09/2024,1500,invalid"
125,cuentas_anuales.csv,178,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"107,26-11-2024,depósito,-500,Compra en tienda"
126,intereses.csv,45,OMITIDO,Tipo fuera del catalogo permitido: '-1',"126,Jane Smith,5000,25,-1"
127,transacciones.csv,71,OMITIDO,Monto vacio o no numerico: '',"70,2024/09/18,,desconocido"
128,cuentas_anuales.csv,185,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"107,06-12-2024,depósito,2500,Retiro parcial"
129,intereses.csv,48,OMITIDO,Tipo fuera del catalogo permitido: '-1',"104,Steve Rogers,8000,45,-1"
130,transacciones.csv,73,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"72,2024-03-01,-200,invalid"
131,cuentas_anuales.csv,192,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"117,17/11/2024,depósito,3000,Ingreso mensual"
132,intereses.csv,49,OMITIDO,Saldo vacio o no numerico: '',"143,Charlie Green,,150,hipoteca"
133,transacciones.csv,75,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"74,30/07/2024,1000,invalid"
134,cuentas_anuales.csv,200,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"109,2024/09/11,depósito,-100,Ingreso extra"
135,intereses.csv,50,OMITIDO,Tipo fuera del catalogo permitido: '-1',"133,Steve Rogers,,100,-1"
136,transacciones.csv,78,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"77,2024-13-01,3000,invalid"
137,cuentas_anuales.csv,201,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"107,2024-07-02,depósito,2500,"
138,intereses.csv,51,OMITIDO,Tipo fuera del catalogo permitido: '-1',"121,Alice Brown,12000,100,-1"
139,intereses.csv,53,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"104,Jane Smith,12000,150,ahorro"
140,transacciones.csv,80,OMITIDO,Monto vacio o no numerico: '',"79,02/06/2024,,invalid"
141,transacciones.csv,81,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"80,16-04-2024,1200,invalid"
142,intereses.csv,54,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"127,John Doe,5000,100,hipoteca"
143,transacciones.csv,82,OMITIDO,Monto vacio o no numerico: '',"81,2024/06/18,,invalid"
144,intereses.csv,56,OMITIDO,Edad fuera del rango permitido: '',"123,Diana Prince,7000,,hipoteca"
145,transacciones.csv,87,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"86,2024-11-04,1500,invalid"
146,intereses.csv,57,OMITIDO,Tipo fuera del catalogo permitido: '-1',"138,Alice Brown,5000,,-1"
147,transacciones.csv,88,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"87,2024/10/22,1200,invalid"
148,intereses.csv,58,OMITIDO,Edad fuera del rango permitido: '',"121,Steve Rogers,8000,,hipoteca"
149,transacciones.csv,91,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"90,28/07/2024,700,invalid"
150,intereses.csv,59,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"107,Charlie Green,10000,150,hipoteca"
151,transacciones.csv,99,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"98,2024-07-05,1200,invalid"
152,intereses.csv,60,OMITIDO,Tipo fuera del catalogo permitido: '-1',"119,John Doe,10000,100,-1"
153,transacciones.csv,101,OMITIDO,Monto vacio o no numerico: '',"100,15-06-2024,,debito"
154,intereses.csv,62,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"132,Jane Smith,10000,100,hipoteca"
155,intereses.csv,63,OMITIDO,Edad fuera del rango permitido: '',"137,Bob Johnson,8000,,ahorro"
156,intereses.csv,64,OMITIDO,Saldo vacio o no numerico: '',"139,Bob Johnson,,35,prestamo"
157,intereses.csv,65,OMITIDO,Edad fuera del rango permitido: '',"102,Alice Brown,8000,,ahorro"
158,intereses.csv,67,OMITIDO,Saldo vacio o no numerico: '',"141,Bob Johnson,,,ahorro"
159,intereses.csv,68,OMITIDO,Tipo fuera del catalogo permitido: '-1',"140,Bob Johnson,8000,40,-1"
160,intereses.csv,69,OMITIDO,Edad fuera del rango permitido: '',"126,Alice Brown,12000,,prestamo"
161,cuentas_anuales.csv,228,OMITIDO,Monto vacio o no numerico: '',"107,21-03-2024,deposito,,Compra en tienda"
162,intereses.csv,71,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"123,John Doe,12000,100,prestamo"
163,cuentas_anuales.csv,246,OMITIDO,Monto vacio o no numerico: '',"107,08/12/2024,compra,,Retiro parcial"
164,intereses.csv,74,OMITIDO,Tipo fuera del catalogo permitido: '-1',"107,Diana Prince,,25,-1"
165,cuentas_anuales.csv,249,OMITIDO,Monto vacio o no numerico: '',"106,19/10/2024,deposito,,"
166,intereses.csv,75,OMITIDO,Edad fuera del rango permitido: '',"107,Unknown,5000,,ahorro"
167,cuentas_anuales.csv,256,OMITIDO,Monto vacio o no numerico: '',"105,2024-08-11,deposito,,Compra en tienda"
168,intereses.csv,76,OMITIDO,Tipo fuera del catalogo permitido: '-1',"120,Bob Johnson,,40,-1"
169,cuentas_anuales.csv,265,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"108,2024-02-21,depósito,1500,Retiro parcial"
170,intereses.csv,77,OMITIDO,Tipo fuera del catalogo permitido: '-1',"111,Charlie Green,12000,40,-1"
171,cuentas_anuales.csv,267,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"112,05-07-2024,depósito,1000,Compra en tienda"
172,intereses.csv,79,OMITIDO,Saldo vacio o no numerico: '',"120,Unknown,,40,prestamo"
173,cuentas_anuales.csv,271,OMITIDO,Monto vacio o no numerico: '',"108,2024-09-29,deposito,,Ingreso extra"
174,intereses.csv,81,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"137,Alice Brown,8000,100,hipoteca"
175,cuentas_anuales.csv,273,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"116,02-11-2024,depósito,2000,Ingreso mensual"
176,intereses.csv,82,OMITIDO,Tipo fuera del catalogo permitido: '-1',"119,Bob Johnson,10000,25,-1"
177,cuentas_anuales.csv,276,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"113,2024/12/11,depósito,1500,Compra en tienda"
178,intereses.csv,83,OMITIDO,Tipo fuera del catalogo permitido: '-1',"136,Charlie Green,10000,35,-1"
179,cuentas_anuales.csv,284,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"109,2024/01/21,depósito,2000,Ingreso navideño"
180,intereses.csv,84,OMITIDO,Tipo fuera del catalogo permitido: '-1',"130,Charlie Green,,25,-1"
181,intereses.csv,85,OMITIDO,Tipo fuera del catalogo permitido: '-1',"137,John Doe,,40,-1"
182,intereses.csv,86,OMITIDO,Tipo fuera del catalogo permitido: '-1',"102,Bob Johnson,8000,45,-1"
183,transacciones.csv,106,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"105,2024-12-13,3000,invalid"
184,intereses.csv,87,OMITIDO,Tipo fuera del catalogo permitido: '-1',"114,Charlie Green,10000,,-1"
185,transacciones.csv,108,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"107,16/01/2024,700,invalid"
186,intereses.csv,88,OMITIDO,Edad fuera del rango permitido: '',"112,Steve Rogers,10000,,ahorro"
187,transacciones.csv,109,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"108,2024/02/28,-200,invalid"
188,intereses.csv,89,OMITIDO,Tipo fuera del catalogo permitido: '-1',"140,Jane Smith,,35,-1"
189,transacciones.csv,110,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"109,2024-09-15,1200,invalid"
190,intereses.csv,90,OMITIDO,Tipo fuera del catalogo permitido: '-1',"110,Charlie Green,7000,25,-1"
191,transacciones.csv,115,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"114,01-02-2024,700,invalid"
192,transacciones.csv,117,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"116,2024-10-03,1500,invalid"
193,intereses.csv,94,OMITIDO,Edad fuera del rango permitido: '',"149,Bob Johnson,8000,,ahorro"
194,intereses.csv,97,OMITIDO,Tipo fuera del catalogo permitido: '-1',"122,Bob Johnson,,100,-1"
195,transacciones.csv,119,OMITIDO,Monto vacio o no numerico: '',"118,27/08/2024,,invalid"
196,transacciones.csv,120,OMITIDO,Monto vacio o no numerico: '',"119,06-12-2024,,debito"
197,intereses.csv,98,OMITIDO,Edad fuera del rango permitido: '',"102,Jane Smith,7000,,prestamo"
198,transacciones.csv,123,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"122,2024-08-26,800,invalid"
199,intereses.csv,99,OMITIDO,Edad fuera del rango permitido: 150 (rango permitido 18-99),"138,John Doe,12000,150,prestamo"
200,transacciones.csv,125,OMITIDO,Monto vacio o no numerico: '',"124,2024/08/22,,invalid"
201,intereses.csv,101,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"139,Alice Brown,5000,100,unknown"
202,transacciones.csv,128,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"127,2024-04-09,700,invalid"
203,transacciones.csv,129,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"128,2024-07-26,1500,invalid"
204,transacciones.csv,130,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"129,14-11-2024,700,invalid"
205,cuentas_anuales.csv,311,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"111,2024-07-30,depósito,3000,Compra en tienda"
206,cuentas_anuales.csv,314,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"101,04/02/2024,depósito,2500,Compra en tienda"
207,transacciones.csv,133,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"132,2024-12-10,0,invalid"
208,cuentas_anuales.csv,318,OMITIDO,Monto vacio o no numerico: '',"119,2024/02/29,compra,,Ingreso mensual"
209,transacciones.csv,134,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"133,21-07-2024,500,invalid"
210,cuentas_anuales.csv,323,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"117,2024/08/26,depósito,3000,Ingreso mensual"
211,transacciones.csv,136,OMITIDO,Monto vacio o no numerico: '',"135,02/03/2024,,debito"
212,cuentas_anuales.csv,353,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"111,04/12/2024,depósito,1000,Ingreso extra"
213,transacciones.csv,137,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"136,2024/10/27,0,invalid"
214,cuentas_anuales.csv,363,OMITIDO,Monto vacio o no numerico: '',"105,17/12/2024,retiro,,Retiro parcial"
215,transacciones.csv,138,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"137,17-06-2024,1200,desconocido"
216,cuentas_anuales.csv,371,OMITIDO,Monto vacio o no numerico: '',"104,2024-07-17,compra,,Retiro parcial"
217,transacciones.csv,139,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"138,2024-13-01,1000,invalid"
218,cuentas_anuales.csv,374,OMITIDO,Monto vacio o no numerico: '',"111,04/05/2024,deposito,,Ingreso navideño"
219,transacciones.csv,147,OMITIDO,Monto vacio o no numerico: '',"146,01-07-2024,,debito"
220,cuentas_anuales.csv,379,OMITIDO,Monto vacio o no numerico: '',"117,01-11-2024,deposito,,"
221,transacciones.csv,149,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"148,2024-03-30,1000,invalid"
222,cuentas_anuales.csv,382,OMITIDO,Monto vacio o no numerico: '',"120,2024-07-26,retiro,,Ingreso mensual"
223,transacciones.csv,150,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"149,02/11/2024,3000,desconocido"
224,transacciones.csv,151,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"150,2024-13-01,1500,debito"
225,cuentas_anuales.csv,385,OMITIDO,Monto vacio o no numerico: '',"102,2024/08/30,retiro,,Ingreso navideño"
226,intereses.csv,102,OMITIDO,Edad fuera del rango permitido: '',"136,Alice Brown,10000,,ahorro"
227,transacciones.csv,153,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"152,25/10/2024,1500,invalid"
228,intereses.csv,103,OMITIDO,Tipo fuera del catalogo permitido: '-1',"103,Charlie Green,8000,30,-1"
229,cuentas_anuales.csv,396,OMITIDO,Monto vacio o no numerico: '',"107,15-06-2024,compra,,"
230,intereses.csv,104,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"147,Bob Johnson,7000,100,hipoteca"
231,transacciones.csv,156,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"155,22/12/2024,-200,desconocido"
232,intereses.csv,105,OMITIDO,Tipo fuera del catalogo permitido: '-1',"127,Alice Brown,7000,,-1"
233,transacciones.csv,161,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"160,03/08/2024,1500,invalid"
234,intereses.csv,106,OMITIDO,Tipo fuera del catalogo permitido: '-1',"149,Alice Brown,10000,25,-1"
235,transacciones.csv,164,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"163,30-11-2024,3000,desconocido"
236,intereses.csv,107,OMITIDO,Tipo fuera del catalogo permitido: '-1',"115,Charlie Green,8000,45,-1"
237,transacciones.csv,165,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"164,04-03-2024,3000,invalid"
238,intereses.csv,108,OMITIDO,Tipo fuera del catalogo permitido: '-1',"131,Steve Rogers,8000,150,-1"
239,transacciones.csv,166,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"165,2024-08-30,1000,invalid"
240,intereses.csv,109,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"148,Bob Johnson,,30,unknown"
241,transacciones.csv,168,OMITIDO,Monto vacio o no numerico: '',"167,23/02/2024,,credito"
242,intereses.csv,112,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"108,Jane Smith,10000,100,ahorro"
243,transacciones.csv,170,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"169,2024/03/05,800,invalid"
244,intereses.csv,114,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"113,Jane Smith,10000,,unknown"
245,transacciones.csv,171,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"170,2024/09/07,1200,invalid"
246,transacciones.csv,172,OMITIDO,Monto vacio o no numerico: '',"171,14-05-2024,,debito"
247,intereses.csv,115,OMITIDO,Tipo fuera del catalogo permitido: '-1',"135,Charlie Green,12000,150,-1"
248,transacciones.csv,175,OMITIDO,Monto vacio o no numerico: '',"174,2024-10-26,,invalid"
249,intereses.csv,116,OMITIDO,Saldo vacio o no numerico: '',"150,Steve Rogers,,,hipoteca"
250,intereses.csv,117,OMITIDO,Saldo vacio o no numerico: '',"123,Diana Prince,,30,ahorro"
251,transacciones.csv,176,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"175,24-09-2024,1500,invalid"
252,cuentas_anuales.csv,403,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"119,24/10/2024,depósito,1000,Ingreso navideño"
253,intereses.csv,118,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"146,Jane Smith,12000,100,hipoteca"
254,transacciones.csv,177,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"176,2024-06-07,1000,invalid"
255,cuentas_anuales.csv,409,OMITIDO,Monto vacio o no numerico: '',"114,2024-03-16,compra,,Retiro parcial"
256,transacciones.csv,181,OMITIDO,Tipo fuera del catalogo permitido: 'desconocido',"180,28/05/2024,1000,desconocido"
257,intereses.csv,119,OMITIDO,Tipo fuera del catalogo permitido: '-1',"105,Steve Rogers,8000,25,-1"
258,cuentas_anuales.csv,422,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"109,14-07-2024,depósito,2000,Ingreso mensual"
259,transacciones.csv,182,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"181,2024/09/08,800,invalid"
260,intereses.csv,120,OMITIDO,Tipo fuera del catalogo permitido: '-1',"127,Diana Prince,,150,-1"
261,cuentas_anuales.csv,439,OMITIDO,Monto vacio o no numerico: '',"118,09/06/2024,retiro,,Ingreso navideño"
262,intereses.csv,121,OMITIDO,Tipo fuera del catalogo permitido: '-1',"113,Charlie Green,,30,-1"
263,transacciones.csv,186,OMITIDO,Fecha ilegible o inexistente: 2024-13-01,"185,2024-13-01,1000,debito"
264,cuentas_anuales.csv,451,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"111,25/01/2024,depósito,2500,Compra en tienda"
265,transacciones.csv,187,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"186,2024-01-04,3000,invalid"
266,intereses.csv,122,OMITIDO,Tipo fuera del catalogo permitido: '-1',"145,Diana Prince,,25,-1"
267,cuentas_anuales.csv,472,OMITIDO,Monto vacio o no numerico: '',"116,2024/03/10,retiro,,Ingreso mensual"
268,intereses.csv,124,OMITIDO,Saldo vacio o no numerico: '',"142,John Doe,,35,hipoteca"
269,transacciones.csv,190,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"189,2024-01-17,800,invalid"
270,cuentas_anuales.csv,491,OMITIDO,Monto vacio o no numerico: '',"104,31/05/2024,retiro,,"
271,transacciones.csv,192,OMITIDO,Monto vacio o no numerico: '',"191,26-07-2024,,invalid"
272,intereses.csv,127,OMITIDO,Tipo fuera del catalogo permitido: '-1',"133,John Doe,12000,35,-1"
273,intereses.csv,128,OMITIDO,Tipo fuera del catalogo permitido: 'unknown',"128,John Doe,,35,unknown"
274,transacciones.csv,194,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"193,2024-01-16,1500,invalid"
275,intereses.csv,131,OMITIDO,Edad fuera del rango permitido: '',"126,Diana Prince,12000,,hipoteca"
276,transacciones.csv,200,OMITIDO,Tipo fuera del catalogo permitido: 'invalid',"199,01/06/2024,700,invalid"
277,intereses.csv,132,OMITIDO,Edad fuera del rango permitido: '',"149,Alice Brown,8000,,prestamo"
278,transacciones.csv,201,OMITIDO,Monto vacio o no numerico: '',"200,2024/10/13,,invalid"
279,intereses.csv,134,OMITIDO,Edad fuera del rango permitido: 100 (rango permitido 18-99),"111,Unknown,5000,100,hipoteca"
280,intereses.csv,136,OMITIDO,Saldo vacio o no numerico: '',"121,John Doe,,35,hipoteca"
281,intereses.csv,137,OMITIDO,Tipo fuera del catalogo permitido: '-1',"123,Bob Johnson,12000,45,-1"
282,intereses.csv,138,OMITIDO,Edad fuera del rango permitido: '',"108,Alice Brown,10000,,ahorro"
283,intereses.csv,139,OMITIDO,Tipo fuera del catalogo permitido: '-1',"121,John Doe,,,-1"
284,cuentas_anuales.csv,514,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"106,27-08-2024,depósito,2000,Compra en tienda"
285,intereses.csv,141,OMITIDO,Tipo fuera del catalogo permitido: '-1',"108,Jane Smith,12000,45,-1"
286,cuentas_anuales.csv,516,OMITIDO,Monto vacio o no numerico: '',"113,13/12/2024,compra,,Ingreso navideño"
287,intereses.csv,143,OMITIDO,Tipo fuera del catalogo permitido: '-1',"115,Bob Johnson,7000,25,-1"
288,cuentas_anuales.csv,521,OMITIDO,Tipo fuera del catalogo permitido: 'depósito',"102,20/10/2024,depósito,3000,Ingreso extra"
289,intereses.csv,144,OMITIDO,Tipo fuera del catalogo permitido: '-1',"135,Diana Prince,7000,100,-1"
